"id","correct_name"
"2016/21/N/ST5/03353","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2016/21/D/ST5/02876","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2016/22/M/ST5/00431","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2016/22/E/ST5/00537","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2016/23/B/ST5/03307","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2016/23/B/ST5/03322","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2016/23/N/ST5/00052","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2016/23/N/ST5/00054","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2016/23/N/ST5/00117","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2016/23/D/ST5/03301","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2017/24/T/ST5/00032","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2017/25/B/ST5/00214","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2017/25/B/ST5/01011","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2017/25/B/ST5/01274","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2017/25/N/ST5/00079","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2017/25/N/ST5/00209","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2017/25/N/ST5/00227","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2017/26/D/ST5/00361","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2017/26/E/ST5/00388","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2017/26/E/ST5/00510","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2017/27/B/ST5/01111","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2018/28/T/ST5/00162","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2018/28/T/ST5/00267","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2018/28/T/ST5/00416","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2018/29/B/ST5/01366","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2018/29/N/ST5/01348","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2018/29/N/ST5/01388","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2018/29/N/ST5/01938","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2018/30/M/ST5/00460","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2018/30/A/ST5/00529","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2018/31/D/ST5/00306","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2018/31/D/ST5/00432","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2019/32/T/ST4/00099","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2019/32/T/ST4/00303","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2019/32/T/ST4/00426","Instytut Chemii Organicznej Polskiej Akademii Nauk"
"2011/03/N/ST4/00727","Instytut Chemii Przemysłowej im. prof. Ignacego Mościckiego"
"2011/01/D/NZ9/02871","Instytut Dendrologii Polskiej Akademii Nauk"
"2011/01/B/NZ8/01634","Instytut Dendrologii Polskiej Akademii Nauk"
"2011/01/B/NZ9/02864","Instytut Dendrologii Polskiej Akademii Nauk"
"2011/01/B/NZ9/02868","Instytut Dendrologii Polskiej Akademii Nauk"
"2011/01/B/NZ9/02883","Instytut Dendrologii Polskiej Akademii Nauk"
"2011/01/D/NZ8/01760","Instytut Dendrologii Polskiej Akademii Nauk"
"2011/01/D/NZ8/01855","Instytut Dendrologii Polskiej Akademii Nauk"
"2011/02/A/NZ9/00108","Instytut Dendrologii Polskiej Akademii Nauk"
"2012/05/E/NZ9/03476","Instytut Dendrologii Polskiej Akademii Nauk"
"2014/13/B/NZ9/01992","Instytut Dendrologii Polskiej Akademii Nauk"
"2012/07/B/NZ9/01312","Instytut Dendrologii Polskiej Akademii Nauk"
"2012/07/B/NZ9/01314","Instytut Dendrologii Polskiej Akademii Nauk"
"2012/07/B/NZ9/01315","Instytut Dendrologii Polskiej Akademii Nauk"
"2013/09/B/NZ9/01746","Instytut Dendrologii Polskiej Akademii Nauk"
"2014/12/S/NZ9/00716","Instytut Dendrologii Polskiej Akademii Nauk"
"2015/18/E/NZ9/00729","Instytut Dendrologii Polskiej Akademii Nauk"
"2011/03/D/NZ9/05500","Instytut Dendrologii Polskiej Akademii Nauk"
"2011/03/N/NZ9/04562","Instytut Dendrologii Polskiej Akademii Nauk"
"2012/07/N/NZ8/01287","Instytut Dendrologii Polskiej Akademii Nauk"
"2015/19/N/NZ8/03822","Instytut Dendrologii Polskiej Akademii Nauk"
"2015/19/N/NZ8/03850","Instytut Dendrologii Polskiej Akademii Nauk"
"2016/21/N/NZ9/01499","Instytut Dendrologii Polskiej Akademii Nauk"
"2016/21/N/NZ9/01515","Instytut Dendrologii Polskiej Akademii Nauk"
"2016/21/D/NZ9/02489","Instytut Dendrologii Polskiej Akademii Nauk"
"2016/23/N/NZ9/02755","Instytut Dendrologii Polskiej Akademii Nauk"
"2017/26/E/NZ8/01049","Instytut Dendrologii Polskiej Akademii Nauk"
"2017/26/E/NZ9/00909","Instytut Dendrologii Polskiej Akademii Nauk"
"2017/27/N/NZ8/02781","Instytut Dendrologii Polskiej Akademii Nauk"
"2018/28/T/NZ8/00290","Instytut Dendrologii Polskiej Akademii Nauk"
"2018/29/B/NZ9/00272","Instytut Dendrologii Polskiej Akademii Nauk"
"2018/31/B/NZ9/01548","Instytut Dendrologii Polskiej Akademii Nauk"
"2018/31/N/NZ8/01602","Instytut Dendrologii Polskiej Akademii Nauk"
"2013/09/B/NZ9/01759","Instytut Ekologii Terenów Uprzemysłowionych"
"2015/19/N/NZ9/01621","Instytut Ekologii Terenów Uprzemysłowionych"
"2017/26/M/NZ9/00071","Instytut Ekologii Terenów Uprzemysłowionych"
"2013/11/N/HS4/02427","Instytut Ekonomiki Rolnictwa i Gospodarki Żywnościowej - Państwowy Instytut Badawczy"
"2012/05/B/ST8/01837","Instytut Elektrotechniki"
"2012/07/N/ST7/03253","Instytut Elektrotechniki"
"2012/07/N/ST7/03487","Instytut Elektrotechniki"
"2014/15/N/ST7/05067","Instytut Elektrotechniki"
"2014/15/B/ST8/04682","Instytut Elektrotechniki"
"2013/11/D/ST5/03007","Instytut Energetyki"
"2015/19/N/ST8/01876","Instytut Energetyki"
"2016/21/N/ST8/02349","Instytut Energetyki"
"2016/23/N/ST8/01580","Instytut Energetyki"
"2017/25/B/ST8/00869","Instytut Energetyki"
"2018/30/M/ST8/00675","Instytut Energetyki"
"2018/31/N/ST8/02491","Instytut Energetyki"
"2018/31/D/ST8/00123","Instytut Energetyki"
"2012/06/M/HS3/00274","Instytut Europy Środkowo-Wschodniej"
"2012/05/B/NZ4/02599","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/N/NZ7/04285","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2018/31/B/NZ7/01815","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2018/31/B/NZ7/03690","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2018/31/B/NZ7/03954","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2018/31/N/NZ7/03646","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2019/32/T/NZ4/00592","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/01/B/NZ4/04859","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/01/B/NZ4/01581","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/05/B/NZ4/02637","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/B/NZ7/01149","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/03/B/NZ4/02211","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/03/B/NZ4/00042","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/05/B/NZ3/00452","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/03/B/NZ2/02479","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/01/N/NZ2/04827","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/03/B/NZ7/05949","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/B/NZ7/01150","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/03/B/NZ3/01683","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/09/B/NZ7/04098","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/03/D/NZ3/01686","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/03/N/NZ2/02478","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/17/B/NZ7/02984","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/05/N/NZ4/02416","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/17/B/NZ4/02621","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/05/N/NZ7/00664","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/05/N/NZ7/00678","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/05/N/NZ7/01135","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/05/N/NZ7/02110","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/06/A/NZ3/00022","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/06/A/NZ4/00028","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/06/A/NZ7/00014","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/06/M/NZ4/00143","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/B/NZ4/01811","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/B/NZ7/01164","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/N/NZ3/00379","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/N/NZ4/02658","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/N/NZ4/02687","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/N/NZ7/04394","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/D/NZ4/00814","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/E/NZ3/01785","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/E/NZ7/01269","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/08/M/NZ7/00518","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/08/A/NZ3/00848","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/09/B/NZ7/04096","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/09/B/NZ7/04104","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/09/N/NZ2/01917","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/11/N/NZ7/00740","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/09/N/NZ7/02143","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/09/D/NZ7/02520","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/10/M/NZ4/00261","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/11/B/NZ4/04743","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/11/B/NZ7/01627","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/11/B/NZ7/04897","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/11/N/NZ7/00358","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/11/D/NZ4/02371","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/17/N/NZ7/00924","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/13/B/NZ4/00214","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/13/B/NZ7/02210","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/13/B/NZ7/02222","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/13/B/NZ7/02278","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/13/B/NZ7/02293","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/13/N/NZ4/04845","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/13/N/NZ6/00639","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/13/N/NZ7/00279","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/13/D/NZ7/00292","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/17/D/NZ4/02284","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/15/B/NZ7/01019","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/15/N/NZ4/00761","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/15/N/NZ7/02955","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/15/N/NZ7/02978","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/15/D/NZ7/01782","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/16/T/NZ2/00058","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/16/T/NZ7/00052","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/17/B/NZ7/02979","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/17/B/NZ7/03018","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/17/N/NZ4/02455","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/17/N/NZ4/02798","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/17/N/NZ4/02800","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/17/N/ST6/03578","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/18/M/NZ2/00423","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/18/M/NZ7/00377","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/01/N/NZ3/04786","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/03/N/NZ7/06294","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/13/B/NZ7/02311","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/01/N/NZ4/04950","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/17/B/NZ7/02935","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2012/07/E/NZ4/00196","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2013/11/B/NZ4/04565","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2014/13/B/NZ4/00218","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/19/B/NZ4/01890","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/19/B/NZ7/02394","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/19/B/NZ7/02449","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/19/N/NZ2/01818","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2015/19/N/NZ7/01632","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/20/T/NZ2/00510","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/20/T/NZ4/00503","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/21/B/NZ4/00128","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/21/B/NZ4/00198","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/21/B/NZ4/00203","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/21/B/NZ4/03618","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/21/B/NZ7/01131","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/21/B/NZ7/01623","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/21/N/NZ2/01725","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/21/N/NZ4/03615","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/21/N/NZ4/03621","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/21/D/NZ7/00620","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/B/NZ4/01086","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/B/NZ4/01562","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/B/NZ7/01131","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/B/NZ7/01143","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/B/NZ7/01280","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/B/NZ7/02283","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/N/NZ3/00133","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/N/NZ4/01148","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/N/NZ4/01337","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/N/NZ4/03224","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/N/NZ5/00602","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2016/23/N/NZ7/00356","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2017/25/B/NZ7/00174","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2017/25/B/NZ7/01096","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2017/25/B/NZ7/01708","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2017/25/B/NZ7/02406","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2017/25/B/NZ7/02710","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2017/25/B/NZ7/02929","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2017/25/N/NZ5/02714","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2017/26/M/NZ7/01048","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2017/27/B/NZ4/01527","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2017/27/B/NZ7/00289","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2017/27/B/NZ7/01873","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2018/29/B/NZ7/00082","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2018/29/N/NZ7/00287","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2018/29/N/NZ7/02703","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2018/31/B/NZ4/01465","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2018/31/N/NZ7/01857","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/03/D/NZ7/06295","Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk"
"2011/01/B/HS1/00996","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/01/B/HS1/04283","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/03/B/HS1/04563","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/01/D/HS6/04257","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/01/M/HS6/03988","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/01/N/HS2/05085","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/01/N/HS6/00972","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/01/N/HS6/03897","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/03/B/HS6/03971","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2012/05/B/HS1/03410","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/03/B/HS6/03983","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2013/09/B/HS6/03426","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/03/N/HS1/00469","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/03/N/HS1/01703","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/03/N/HS6/01110","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/03/N/HS6/04945","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2012/05/D/HS6/03118","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2012/05/E/HS6/03556","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2012/05/N/HS6/03884","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2012/05/N/HS6/03886","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2012/06/A/HS6/00323","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2012/06/M/HS6/00322","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2012/07/B/HS1/01978","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2012/07/N/HS1/01560","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2012/07/D/HS3/03723","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2013/08/T/HS3/00128","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2013/09/D/HS6/03430","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2013/11/D/HS1/04392","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2014/12/S/HS1/00343","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2014/12/S/HS2/00391","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2014/12/T/HS1/00490","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2014/15/N/HS1/03994","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2014/14/E/HS1/00803","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2014/15/B/HS3/02484","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2014/15/N/HS1/02431","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2014/15/D/HS6/04934","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2015/16/S/HS1/00257","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2015/16/S/HS6/00125","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/01/B/HS2/05113","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/01/D/HS6/03877","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/03/B/HS1/04559","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2016/20/T/HS2/00007","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/02/A/HS6/00238","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2015/18/M/HS1/00620","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2015/19/B/HS1/03298","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2015/19/B/HS1/03310","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2015/19/B/HS1/03326","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2015/19/B/HS6/03169","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2016/20/S/HS1/00090","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2016/21/B/HS3/00577","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2016/21/D/HS6/02973","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2016/23/B/HS1/02921","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2016/23/B/HS6/03916","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2016/23/N/HS3/03183","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2016/23/D/HS1/02236","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2016/23/D/HS1/02274","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2016/23/G/HS6/04342","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/24/U/HS6/00384","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/25/B/HS2/02901","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/25/B/HS6/01929","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/25/B/HS6/02543","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/25/B/HS6/02697","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/25/N/HS6/01169","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/25/N/HS6/01174","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/25/N/HS6/01928","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/26/D/HS3/00717","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/26/E/HS3/00291","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/27/B/HS2/01338","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/27/B/HS3/02790","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/27/B/HS6/03067","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2017/27/N/HS6/03040","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2018/29/B/HS1/02953","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2018/29/B/HS6/01661","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2018/29/B/HS6/02072","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2018/29/N/HS1/00853","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2018/29/N/HS6/00958","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2018/31/N/HS6/03357","Instytut Filozofii i Socjologii Polskiej Akademii Nauk"
"2011/01/N/NZ4/04985","Instytut Fizjologii i Patologii Słuchu"
"2011/03/D/NZ4/02431","Instytut Fizjologii i Patologii Słuchu"
"2011/03/D/NZ5/05592","Instytut Fizjologii i Patologii Słuchu"
