"id","subpanel","descriptors","descriptors_raw"
"2015/19/N/NZ1/02021","NZ1","NZ3_5","NZ3_5: Neurobiologia molekularna"
"2015/19/N/NZ1/02021","NZ1","NZ1_3","NZ1_3: Biofizyka"
"2015/19/N/NZ1/03435","NZ1","NZ4_4","NZ4_4: Patofizjologia ogólna"
"2015/19/N/NZ1/03435","NZ1","NZ4_11","NZ4_11: Metabolizm"
"2015/19/N/NZ1/03435","NZ1","NZ1_2","NZ1_2: Biochemia"
"2015/19/N/NZ1/03449","NZ1","NZ1_2","NZ1_2: Biochemia"
"2015/19/N/NZ2/00200","NZ2","NZ2_3","NZ2_3: Proteomika"
"2015/19/N/NZ2/00200","NZ2","NZ1_1","NZ1_1: Biologia molekularna"
"2015/19/N/NZ2/00200","NZ2","NZ2_1","NZ2_1: Genetyka molekularna"
"2015/19/N/NZ2/00220","NZ2","NZ2_7","NZ2_7: Bioinformatyka"
"2015/19/N/NZ2/01735","NZ2","NZ2_2","NZ2_2: Genomika, transkryptomika i epigenomika"
"2015/19/N/NZ2/01735","NZ2","NZ3_1","NZ3_1: Biologia komórki"
"2015/19/N/NZ2/01735","NZ2","NZ2_6","NZ2_6: Immunogenetyka"
"2015/19/N/NZ2/01818","NZ2","NZ1_4","NZ1_4: Biologia strukturalna"
"2015/19/N/NZ2/01818","NZ2","NZ2_8","NZ2_8: Biologia obliczeniowa"
"2015/19/N/NZ2/01818","NZ2","NZ2_10","NZ2_10: Modelowanie i symulacje biologiczne"
"2015/19/N/NZ2/02915","NZ2","NZ2_2","NZ2_2: Genomika, transkryptomika i epigenomika"
"2015/19/N/NZ2/02915","NZ2","NZ2_7","NZ2_7: Bioinformatyka"
"2015/19/N/NZ2/02915","NZ2","NZ2_1","NZ2_1: Genetyka molekularna"
"2015/19/N/NZ3/00055","NZ3","NZ3_3","NZ3_3: Apoptoza"
"2015/19/N/NZ3/00055","NZ3","NZ3_7","NZ3_7: Przekaźnictwo sygnału"
"2015/19/N/NZ3/00055","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2015/19/N/NZ3/01311","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2015/19/N/NZ3/01311","NZ3","NZ1_1","NZ1_1: Biologia molekularna"
"2015/19/N/NZ3/01311","NZ3","NZ1_2","NZ1_2: Biochemia"
"2015/19/N/NZ3/01497","NZ3","NZ3_3","NZ3_3: Apoptoza"
"2015/19/N/NZ3/01497","NZ3","NZ2_4","NZ2_4: Metabolomika"
"2015/19/N/NZ3/01497","NZ3","NZ5_7","NZ5_7: Leczenie chorób człowieka"
"2015/19/N/NZ3/02267","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2015/19/N/NZ3/02267","NZ3","NZ3_7","NZ3_7: Przekaźnictwo sygnału"
"2015/19/N/NZ3/02267","NZ3","NZ3_2","NZ3_2: Fizjologia komórki"
"2015/19/N/NZ3/02309","NZ3","NZ3_4","NZ3_4: Starzenie"
"2015/19/N/NZ3/02309","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2015/19/N/NZ3/02334","NZ3","NZ3_5","NZ3_5: Neurobiologia molekularna"
"2015/19/N/NZ3/02346","NZ3","NZ3_6","NZ3_6: Neurobiologia komórkowa"
"2015/19/N/NZ3/02346","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2015/19/N/NZ3/02346","NZ3","NZ3_5","NZ3_5: Neurobiologia molekularna"
"2015/19/N/NZ3/02374","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2015/19/N/NZ3/02374","NZ3","NZ3_5","NZ3_5: Neurobiologia molekularna"
"2015/19/N/NZ3/02374","NZ3","NZ3_6","NZ3_6: Neurobiologia komórkowa"
"2015/19/N/NZ3/02410","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2015/19/N/NZ3/02410","NZ3","NZ3_2","NZ3_2: Fizjologia komórki"
"2015/19/N/NZ3/02410","NZ3","NZ3_11","NZ3_11: Biologia rozwoju roślin"
"2015/19/N/NZ3/02942","NZ3","ST5_10","ST5_10: Nanomateriały: nanocząstki, nanorurki"
"2015/19/N/NZ3/02942","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2015/19/N/NZ3/02942","NZ3","ST5_21","ST5_21: Chemia polimerów"
"2015/19/N/NZ3/03268","NZ3","NZ3_5","NZ3_5: Neurobiologia molekularna"
"2015/19/N/NZ3/03268","NZ3","NZ3_6","NZ3_6: Neurobiologia komórkowa"
"2015/19/N/NZ3/03275","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2015/19/N/NZ3/03275","NZ3","NZ1_1","NZ1_1: Biologia molekularna"
"2015/19/N/NZ4/00572","NZ4","NZ4_4","NZ4_4: Patofizjologia ogólna"
"2015/19/N/NZ4/00572","NZ4","NZ4_11","NZ4_11: Metabolizm"
"2015/19/N/NZ4/00572","NZ4","NZ4_6","NZ4_6: Endokrynologia"
"2015/19/N/NZ4/00643","NZ4","NZ4_1","NZ4_1: Anatomia"
"2015/19/N/NZ4/00643","NZ4","NZ3_13","NZ3_13: Biologia rozwoju zwierząt"
"2015/19/N/NZ4/00643","NZ4","NZ4_12","NZ4_12: Inne zagadnienia pokrewne"
"2015/19/N/NZ4/00729","NZ4","NZ4_2","NZ4_2: Fizjologia"
"2015/19/N/NZ4/00729","NZ4","NZ3_9","NZ3_9: Organogeneza"
"2015/19/N/NZ4/00729","NZ4","NZ3_13","NZ3_13: Biologia rozwoju zwierząt"
"2015/19/N/NZ4/00960","NZ4","NZ4_7","NZ4_7: Neurofizjologia"
"2015/19/N/NZ4/00960","NZ4","NZ4_9","NZ4_9: Neurobiologia systemowa"
"2015/19/N/NZ4/00960","NZ4","NZ4_2","NZ4_2: Fizjologia"
"2015/19/N/NZ4/00998","NZ4","NZ4_11","NZ4_11: Metabolizm"
"2015/19/N/NZ4/00998","NZ4","NZ1_1","NZ1_1: Biologia molekularna"
"2015/19/N/NZ4/01023","NZ4","NZ4_7","NZ4_7: Neurofizjologia"
"2015/19/N/NZ4/01023","NZ4","NZ4_11","NZ4_11: Metabolizm"
"2015/19/N/NZ4/01023","NZ4","NZ4_2","NZ4_2: Fizjologia"
"2015/19/N/NZ4/01061","NZ4","NZ4_2","NZ4_2: Fizjologia"
"2015/19/N/NZ4/01061","NZ4","NZ4_4","NZ4_4: Patofizjologia ogólna"
"2015/19/N/NZ4/01061","NZ4","NZ4_12","NZ4_12: Inne zagadnienia pokrewne"
"2015/19/N/NZ4/01347","NZ4","NZ4_4","NZ4_4: Patofizjologia ogólna"
"2015/19/N/NZ4/01347","NZ4","NZ4_11","NZ4_11: Metabolizm"
"2015/19/N/NZ4/03609","NZ4","NZ3_14","NZ3_14: Inne zagadnienia pokrewne"
"2015/19/N/NZ4/03609","NZ4","NZ6_5","NZ6_5: Wirusologia"
"2015/19/N/NZ4/03609","NZ4","NZ4_12","NZ4_12: Inne zagadnienia pokrewne"
"2015/19/N/NZ4/03611","NZ4","NZ4_9","NZ4_9: Neurobiologia systemowa"
"2015/19/N/NZ4/03674","NZ4","NZ4_4","NZ4_4: Patofizjologia ogólna"
"2015/19/N/NZ5/00001","NZ5","NZ5_7","NZ5_7: Leczenie chorób człowieka"
"2015/19/N/NZ5/00001","NZ5","NZ3_3","NZ3_3: Apoptoza"
"2015/19/N/NZ5/00001","NZ5","NZ4_11","NZ4_11: Metabolizm"
"2015/19/N/NZ5/00050","NZ5","NZ5_1","NZ5_1: Etiologia chorób człowieka"
"2015/19/N/NZ5/00050","NZ5","NZ2_2","NZ2_2: Genomika, transkryptomika i epigenomika"
"2015/19/N/NZ5/00265","NZ5","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2015/19/N/NZ5/00268","NZ5","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2015/19/N/NZ5/00268","NZ5","NZ5_5","NZ5_5: Diagnostyka chorób człowieka"
"2015/19/N/NZ5/00650","NZ5","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2015/19/N/NZ5/00650","NZ5","NZ4_4","NZ4_4: Patofizjologia ogólna"
"2015/19/N/NZ5/00650","NZ5","NZ4_2","NZ4_2: Fizjologia"
"2015/19/N/NZ5/00655","NZ5","NZ5_2","NZ5_2: Etiologia chorób zwierząt"
"2015/19/N/NZ5/00655","NZ5","NZ5_4","NZ5_4: Patogeneza chorób zwierząt"
"2015/19/N/NZ5/00655","NZ5","NZ5_8","NZ5_8: Leczenie chorób zwierząt"
"2015/19/N/NZ5/01434","NZ5","NZ5_1","NZ5_1: Etiologia chorób człowieka"
"2015/19/N/NZ5/01434","NZ5","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2015/19/N/NZ5/01434","NZ5","NZ5_5","NZ5_5: Diagnostyka chorób człowieka"
"2015/19/N/NZ5/02246","NZ5","NZ5_7","NZ5_7: Leczenie chorób człowieka"
"2015/19/N/NZ5/02247","NZ5","NZ5_1","NZ5_1: Etiologia chorób człowieka"
"2015/19/N/NZ5/02247","NZ5","NZ5_5","NZ5_5: Diagnostyka chorób człowieka"
"2015/19/N/NZ5/02247","NZ5","NZ2_1","NZ2_1: Genetyka molekularna"
"2015/19/N/NZ5/02249","NZ5","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2015/19/N/NZ5/02249","NZ5","NZ5_9","NZ5_9: Inne zagadnienia pokrewne"
"2015/19/N/NZ5/02249","NZ5","NZ4_7","NZ4_7: Neurofizjologia"
"2015/19/N/NZ5/02257","NZ5","NZ5_5","NZ5_5: Diagnostyka chorób człowieka"
"2015/19/N/NZ5/02257","NZ5","NZ5_1","NZ5_1: Etiologia chorób człowieka"
"2015/19/N/NZ5/02257","NZ5","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2015/19/N/NZ5/02262","NZ5","NZ4_4","NZ4_4: Patofizjologia ogólna"
"2015/19/N/NZ5/02262","NZ5","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2015/19/N/NZ5/02268","NZ5","NZ5_1","NZ5_1: Etiologia chorób człowieka"
"2015/19/N/NZ5/02268","NZ5","NZ5_5","NZ5_5: Diagnostyka chorób człowieka"
"2015/19/N/NZ5/02268","NZ5","NZ5_9","NZ5_9: Inne zagadnienia pokrewne"
"2015/19/N/NZ5/03495","NZ5","NZ5_3","NZ5_3: Patogeneza chorób człowieka"
"2015/19/N/NZ6/00923","NZ6","NZ6_4","NZ6_4: Bakteriologia"
"2015/19/N/NZ6/00923","NZ6","NZ6_8","NZ6_8: Inne zagadnienia pokrewne"
"2015/19/N/NZ6/00923","NZ6","NZ2_1","NZ2_1: Genetyka molekularna"
"2015/19/N/NZ6/01317","NZ6","NZ6_1","NZ6_1: Odporność swoista i nieswoista"
"2015/19/N/NZ6/01385","NZ6","NZ6_2","NZ6_2: Immunologia kliniczna"
"2015/19/N/NZ6/01385","NZ6","NZ6_1","NZ6_1: Odporność swoista i nieswoista"
"2015/19/N/NZ6/01780","NZ6","NZ6_4","NZ6_4: Bakteriologia"
"2015/19/N/NZ6/01780","NZ6","NZ2_1","NZ2_1: Genetyka molekularna"
"2015/19/N/NZ6/01780","NZ6","NZ5_1","NZ5_1: Etiologia chorób człowieka"
"2015/19/N/NZ6/01872","NZ6","NZ6_2","NZ6_2: Immunologia kliniczna"
"2015/19/N/NZ6/01872","NZ6","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ6/01872","NZ6","NZ6_1","NZ6_1: Odporność swoista i nieswoista"
"2015/19/N/NZ6/02830","NZ6","NZ2_1","NZ2_1: Genetyka molekularna"
"2015/19/N/NZ6/02830","NZ6","NZ1_1","NZ1_1: Biologia molekularna"
"2015/19/N/NZ6/02830","NZ6","NZ6_5","NZ6_5: Wirusologia"
"2015/19/N/NZ6/02908","NZ6","NZ6_8","NZ6_8: Inne zagadnienia pokrewne"
"2015/19/N/NZ6/02908","NZ6","NZ5_8","NZ5_8: Leczenie chorób zwierząt"
"2015/19/N/NZ6/02908","NZ6","NZ6_1","NZ6_1: Odporność swoista i nieswoista"
"2015/19/N/NZ7/00938","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ7/00938","NZ7","NZ5_7","NZ5_7: Leczenie chorób człowieka"
"2015/19/N/NZ7/00938","NZ7","ST5_23","ST5_23: Chemia organiczna"
"2015/19/N/NZ7/00956","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ7/00956","NZ7","NZ2_1","NZ2_1: Genetyka molekularna"
"2015/19/N/NZ7/00956","NZ7","NZ6_7","NZ6_7: Mykologia"
"2015/19/N/NZ7/00959","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ7/00959","NZ7","NZ7_12","NZ7_12: Prewencja chorób człowieka"
"2015/19/N/NZ7/01012","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ7/01018","NZ7","NZ7_2","NZ7_2: Zagrożenia środowiskowe"
"2015/19/N/NZ7/01018","NZ7","ST10_10","ST10_10: Hydrogeologia, hydrologia, obieg wód, zanieczyszczenia wód"
"2015/19/N/NZ7/01018","NZ7","ST10_14","ST10_14: Gleboznawstwo, zanieczyszczenia gleb"
"2015/19/N/NZ7/01093","NZ7","NZ4_6","NZ4_6: Endokrynologia"
"2015/19/N/NZ7/01093","NZ7","NZ7_15","NZ7_15: Toksykologia"
"2015/19/N/NZ7/01093","NZ7","NZ7_2","NZ7_2: Zagrożenia środowiskowe"
"2015/19/N/NZ7/01105","NZ7","NZ7_12","NZ7_12: Prewencja chorób człowieka"
"2015/19/N/NZ7/01336","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ7/01342","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ7/01342","NZ7","NZ6_4","NZ6_4: Bakteriologia"
"2015/19/N/NZ7/01342","NZ7","NZ7_16","NZ7_16: Inne zagadnienia pokrewne"
"2015/19/N/NZ7/01593","NZ7","NZ7_2","NZ7_2: Zagrożenia środowiskowe"
"2015/19/N/NZ7/01593","NZ7","NZ7_15","NZ7_15: Toksykologia"
"2015/19/N/NZ7/01605","NZ7","NZ7_2","NZ7_2: Zagrożenia środowiskowe"
"2015/19/N/NZ7/01605","NZ7","NZ7_15","NZ7_15: Toksykologia"
"2015/19/N/NZ7/01617","NZ7","NZ7_3","NZ7_3: Promocja zdrowia, kultura fizyczna"
"2015/19/N/NZ7/01617","NZ7","NZ7_7","NZ7_7: Rehabilitacja"
"2015/19/N/NZ7/01632","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ7/01687","NZ7","NZ7_1","NZ7_1: Epidemiologia"
"2015/19/N/NZ7/01687","NZ7","NZ7_11","NZ7_11: Weterynaryjna ochrona zdrowia publicznego"
"2015/19/N/NZ7/01687","NZ7","NZ7_13","NZ7_13: Prewencja chorób zwierząt"
"2015/19/N/NZ7/02726","NZ7","NZ7_16","NZ7_16: Inne zagadnienia pokrewne"
"2015/19/N/NZ7/02802","NZ7","NZ6_4","NZ6_4: Bakteriologia"
"2015/19/N/NZ7/02802","NZ7","ST4_2","ST4_2: Nanochemia"
"2015/19/N/NZ7/02802","NZ7","NZ7_16","NZ7_16: Inne zagadnienia pokrewne"
"2015/19/N/NZ7/02934","NZ7","NZ7_16","NZ7_16: Inne zagadnienia pokrewne"
"2015/19/N/NZ7/02934","NZ7","NZ7_12","NZ7_12: Prewencja chorób człowieka"
"2015/19/N/NZ7/02934","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ7/03071","NZ7","NZ7_12","NZ7_12: Prewencja chorób człowieka"
"2015/19/N/NZ7/03071","NZ7","NZ7_15","NZ7_15: Toksykologia"
"2015/19/N/NZ7/03071","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ7/03397","NZ7","NZ2_4","NZ2_4: Metabolomika"
"2015/19/N/NZ7/03397","NZ7","NZ2_7","NZ2_7: Bioinformatyka"
"2015/19/N/NZ7/03397","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ7/03447","NZ7","NZ7_14","NZ7_14: Farmacja, farmakoterapia, farmakologia"
"2015/19/N/NZ7/03447","NZ7","NZ7_16","NZ7_16: Inne zagadnienia pokrewne"
"2015/19/N/NZ8/00172","NZ8","NZ8_4","NZ8_4: Różnorodność biologiczna"
"2015/19/N/NZ8/00172","NZ8","NZ8_2","NZ8_2: Ekologia"
"2015/19/N/NZ8/00177","NZ8","NZ8_1","NZ8_1: Biologia ewolucyjna"
"2015/19/N/NZ8/00177","NZ8","NZ8_13","NZ8_13: Biologia i ekologia człowieka"
"2015/19/N/NZ8/00177","NZ8","NZ8_4","NZ8_4: Różnorodność biologiczna"
"2015/19/N/NZ8/00182","NZ8","NZ8_2","NZ8_2: Ekologia"
"2015/19/N/NZ8/00182","NZ8","NZ8_4","NZ8_4: Różnorodność biologiczna"
"2015/19/N/NZ8/00184","NZ8","NZ8_1","NZ8_1: Biologia ewolucyjna"
"2015/19/N/NZ8/00184","NZ8","NZ8_2","NZ8_2: Ekologia"
"2015/19/N/NZ8/00184","NZ8","NZ8_8","NZ8_8: Ekotoksykologia"
"2015/19/N/NZ8/00404","NZ8","NZ8_1","NZ8_1: Biologia ewolucyjna"
"2015/19/N/NZ8/00404","NZ8","NZ8_2","NZ8_2: Ekologia"
"2015/19/N/NZ8/01135","NZ8","NZ8_3","NZ8_3: Etologia"
"2015/19/N/NZ8/03822","NZ8","NZ8_2","NZ8_2: Ekologia"
"2015/19/N/NZ8/03822","NZ8","NZ8_4","NZ8_4: Różnorodność biologiczna"
"2015/19/N/NZ8/03850","NZ8","NZ8_14","NZ8_14: Inne zagadnienia pokrewne"
"2015/19/N/NZ9/00173","NZ9","NZ9_5","NZ9_5: Naukowe podstawy rybactwa"
"2015/19/N/NZ9/00173","NZ9","NZ9_11","NZ9_11: Zagrożenia i bezpieczeństwo biologiczne"
"2015/19/N/NZ9/00218","NZ9","NZ9_13","NZ9_13: Inne zagadnienia pokrewne"
"2015/19/N/NZ9/00459","NZ9","NZ9_9","NZ9_9: Biotechnologia środowiskowa"
"2015/19/N/NZ9/00459","NZ9","NZ9_10","NZ9_10: Bioremediacja"
"2015/19/N/NZ9/00478","NZ9","NZ9_8","NZ9_8: Mikrobiologia środowiskowa"
"2015/19/N/NZ9/00478","NZ9","NZ9_9","NZ9_9: Biotechnologia środowiskowa"
"2015/19/N/NZ9/00608","NZ9","NZ9_2","NZ9_2: Naukowe podstawy zootechniki"
"2015/19/N/NZ9/00625","NZ9","NZ9_3","NZ9_3: Naukowe podstawy leśnictwa"
"2015/19/N/NZ9/00680","NZ9","NZ2_2","NZ2_2: Genomika, transkryptomika i epigenomika"
"2015/19/N/NZ9/00680","NZ9","NZ8_4","NZ8_4: Różnorodność biologiczna"
"2015/19/N/NZ9/00680","NZ9","NZ9_11","NZ9_11: Zagrożenia i bezpieczeństwo biologiczne"
"2015/19/N/NZ9/00686","NZ9","NZ9_1","NZ9_1: Naukowe podstawy agronomii"
"2015/19/N/NZ9/00686","NZ9","NZ2_4","NZ2_4: Metabolomika"
"2015/19/N/NZ9/01621","NZ9","NZ9_9","NZ9_9: Biotechnologia środowiskowa"
"2015/19/N/NZ9/01621","NZ9","NZ9_8","NZ9_8: Mikrobiologia środowiskowa"
"2015/19/N/NZ9/01621","NZ9","NZ4_11","NZ4_11: Metabolizm"
"2015/19/N/NZ9/01625","NZ9","NZ9_13","NZ9_13: Inne zagadnienia pokrewne"
"2015/19/N/NZ9/01625","NZ9","NZ4_1","NZ4_1: Anatomia"
"2015/19/N/NZ9/01625","NZ9","NZ3_1","NZ3_1: Biologia komórki"
"2015/19/N/NZ9/01648","NZ9","NZ9_9","NZ9_9: Biotechnologia środowiskowa"
"2015/19/N/NZ9/01648","NZ9","NZ1_2","NZ1_2: Biochemia"
"2015/19/N/NZ9/02422","NZ9","NZ9_6","NZ9_6: Naukowe podstawy ochrony przyrody"
"2015/19/N/NZ9/02422","NZ9","NZ9_9","NZ9_9: Biotechnologia środowiskowa"
"2015/19/N/NZ9/02422","NZ9","NZ9_10","NZ9_10: Bioremediacja"
"2015/19/N/NZ9/02423","NZ9","NZ9_8","NZ9_8: Mikrobiologia środowiskowa"
"2015/19/N/NZ9/02423","NZ9","NZ9_9","NZ9_9: Biotechnologia środowiskowa"
"2015/19/N/NZ9/02423","NZ9","NZ9_10","NZ9_10: Bioremediacja"
"2015/19/N/NZ9/02428","NZ9","NZ9_2","NZ9_2: Naukowe podstawy zootechniki"
"2015/19/N/NZ9/02428","NZ9","NZ4_2","NZ4_2: Fizjologia"
"2015/19/N/NZ9/02918","NZ9","NZ9_1","NZ9_1: Naukowe podstawy agronomii"
"2015/19/N/NZ9/02918","NZ9","NZ9_13","NZ9_13: Inne zagadnienia pokrewne"
"2015/19/N/NZ9/02921","NZ9","NZ9_7","NZ9_7: Naukowe podstawy żywienia i badania żywności"
"2015/19/N/NZ9/02922","NZ9","NZ9_1","NZ9_1: Naukowe podstawy agronomii"
"2015/19/N/NZ9/02922","NZ9","NZ9_4","NZ9_4: Naukowe podstawy ogrodnictwa"
"2015/19/N/NZ9/03187","NZ9","NZ9_7","NZ9_7: Naukowe podstawy żywienia i badania żywności"
"2015/19/N/ST1/00845","ST1","ST1_9","ST1_9: Algebry operatorowe i analiza funkcjonalna"
"2015/19/N/ST1/00872","ST1","ST1_10","ST1_10: Równania różniczkowe zwyczajne i układy dynamiczne"
"2015/19/N/ST1/00878","ST1","ST1_12","ST1_12: Fizyka matematyczna"
"2015/19/N/ST1/00878","ST1","ST1_13","ST1_13: Rachunek prawdopodobieństwa i statystyka matematyczna"
"2015/19/N/ST1/00878","ST1","ST1_10","ST1_10: Równania różniczkowe zwyczajne i układy dynamiczne"
"2015/19/N/ST1/00891","ST1","ST1_13","ST1_13: Rachunek prawdopodobieństwa i statystyka matematyczna"
"2015/19/N/ST1/00891","ST1","ST1_8","ST1_8: Analiza"
"2015/19/N/ST1/02661","ST1","ST1_13","ST1_13: Rachunek prawdopodobieństwa i statystyka matematyczna"
"2015/19/N/ST1/02661","ST1","ST1_9","ST1_9: Algebry operatorowe i analiza funkcjonalna"
"2015/19/N/ST1/02661","ST1","ST1_8","ST1_8: Analiza"
"2015/19/N/ST1/03606","ST1","ST1_6","ST1_6: Topologia"
"2015/19/N/ST1/03606","ST1","ST1_9","ST1_9: Algebry operatorowe i analiza funkcjonalna"
"2015/19/N/ST1/03606","ST1","ST1_10","ST1_10: Równania różniczkowe zwyczajne i układy dynamiczne"
"2015/19/N/ST10/01499","ST10","ST10_14","ST10_14: Gleboznawstwo, zanieczyszczenia gleb"
"2015/19/N/ST10/01499","ST10","ST10_4","ST10_4: Geochemia"
"2015/19/N/ST10/01499","ST10","ST10_7","ST10_7: Geomorfologia, glacjologia, zmiany globalne i regionalne oraz rozwój krajobrazu Ziemi"
"2015/19/N/ST10/01505","ST10","ST10_7","ST10_7: Geomorfologia, glacjologia, zmiany globalne i regionalne oraz rozwój krajobrazu Ziemi"
"2015/19/N/ST10/01505","ST10","ST10_16","ST10_16: Zmiany/kształtowanie i ochrona środowiska przyrodniczego"
"2015/19/N/ST10/01516","ST10","ST10_4","ST10_4: Geochemia"
"2015/19/N/ST10/01516","ST10","ST10_5","ST10_5: Mineralogia, petrologia, wulkanologia, geologia złóż"
"2015/19/N/ST10/01526","ST10","ST10_7","ST10_7: Geomorfologia, glacjologia, zmiany globalne i regionalne oraz rozwój krajobrazu Ziemi"
"2015/19/N/ST10/01526","ST10","ST10_16","ST10_16: Zmiany/kształtowanie i ochrona środowiska przyrodniczego"
"2015/19/N/ST10/01527","ST10","ST10_6","ST10_6: Ewolucja ziemi, sedymentologia, tektonika, geologia regionalna, geologia planetarna"
"2015/19/N/ST10/01527","ST10","ST10_8","ST10_8: Paleontologia, stratygrafia, geochronologia"
"2015/19/N/ST10/01527","ST10","ST10_15","ST10_15: Paleoklimatologia, paleoekologia"
"2015/19/N/ST10/01530","ST10","ST10_7","ST10_7: Geomorfologia, glacjologia, zmiany globalne i regionalne oraz rozwój krajobrazu Ziemi"
"2015/19/N/ST10/01532","ST10","ST10_10","ST10_10: Hydrogeologia, hydrologia, obieg wód, zanieczyszczenia wód"
"2015/19/N/ST10/01532","ST10","ST10_13","ST10_13: Geoekosystem: powiązania atmosfera-morfosfera-litosfera, pedosfera, hydrosfera, biosfera, antroposfera"
"2015/19/N/ST10/01532","ST10","ST10_16","ST10_16: Zmiany/kształtowanie i ochrona środowiska przyrodniczego"
"2015/19/N/ST10/01533","ST10","ST10_1","ST10_1: Chemia i fizyka atmosfery, zanieczyszczenia atmosfery"
"2015/19/N/ST10/01628","ST10","ST10_8","ST10_8: Paleontologia, stratygrafia, geochronologia"
"2015/19/N/ST10/01628","ST10","ST10_15","ST10_15: Paleoklimatologia, paleoekologia"
"2015/19/N/ST10/01629","ST10","ST10_10","ST10_10: Hydrogeologia, hydrologia, obieg wód, zanieczyszczenia wód"
"2015/19/N/ST10/01629","ST10","ST10_16","ST10_16: Zmiany/kształtowanie i ochrona środowiska przyrodniczego"
"2015/19/N/ST10/01652","ST10","ST10_4","ST10_4: Geochemia"
"2015/19/N/ST10/01652","ST10","ST10_11","ST10_11: Oceanologia chemiczna i fizyczna"
"2015/19/N/ST10/01659","ST10","ST10_11","ST10_11: Oceanologia chemiczna i fizyczna"
"2015/19/N/ST10/02646","ST10","ST10_5","ST10_5: Mineralogia, petrologia, wulkanologia, geologia złóż"
"2015/19/N/ST10/02646","ST10","ST10_4","ST10_4: Geochemia"
"2015/19/N/ST10/02646","ST10","ST10_6","ST10_6: Ewolucja ziemi, sedymentologia, tektonika, geologia regionalna, geologia planetarna"
"2015/19/N/ST10/02650","ST10","ST10_12","ST10_12: Geodezja, kartografia, systemy informacji geograficznej, teledetekcja"
"2015/19/N/ST10/02650","ST10","ST10_2","ST10_2: Klimatologia, meteorologia, zmiany klimatu, dynamika atmosfery"
"2015/19/N/ST10/02655","ST10","ST10_15","ST10_15: Paleoklimatologia, paleoekologia"
"2015/19/N/ST10/02655","ST10","ST10_2","ST10_2: Klimatologia, meteorologia, zmiany klimatu, dynamika atmosfery"
"2015/19/N/ST10/02655","ST10","ST10_7","ST10_7: Geomorfologia, glacjologia, zmiany globalne i regionalne oraz rozwój krajobrazu Ziemi"
"2015/19/N/ST10/02665","ST10","ST10_10","ST10_10: Hydrogeologia, hydrologia, obieg wód, zanieczyszczenia wód"
"2015/19/N/ST10/02665","ST10","ST10_16","ST10_16: Zmiany/kształtowanie i ochrona środowiska przyrodniczego"
"2015/19/N/ST2/01671","ST2","ST2_7","ST2_7: Fizyka atomowa i molekularna"
"2015/19/N/ST2/01671","ST2","ST2_8","ST2_8: Optyka i optyka kwantowa"
"2015/19/N/ST2/01677","ST2","ST2_7","ST2_7: Fizyka atomowa i molekularna"
"2015/19/N/ST2/01677","ST2","ST2_15","ST2_15: Fizyka ogólna (mechanika kwantowa, kwantowa informacja, zagadnienia interdyscyplinarne, ...)"
"2015/19/N/ST2/01679","ST2","ST2_8","ST2_8: Optyka i optyka kwantowa"
"2015/19/N/ST2/01681","ST2","ST2_2","ST2_2: Fizyka cząstek elementarnych"
"2015/19/N/ST2/01689","ST2","ST2_3","ST2_3: Fizyka jądrowa"
"2015/19/N/ST2/01689","ST2","ST6_12","ST6_12: Obliczenia naukowe, narzędzia modelowania i symulacji"
"2015/19/N/ST2/01697","ST2","ST2_2","ST2_2: Fizyka cząstek elementarnych"
